date,quality,weave,quantity,composition,status,_id,rate,agentName,customerName
2025-06-18T11:07:35,Standard,linen,411m,Nylon 40%,Cancelled,5d0e612d-724c-4aae-bf85-8d6b7eafc4ec,302,Arun,jogoco
2025-06-04T07:10:51,Stand,spandex ,308,Cotton 50%,Pending,4b75a62c-5a43-443e-928c-58c499b3e948,208,Nisha,Kumar
2025-05-12T16:06:35,Standard,Plain,316,Cotton 100%,Confirmed,711d7ebc-800b-4a7b-8ea1-4ffead4dec27,282,Mukilan,Jhon
2025-06-23T06:10:08,Stand,Denim,152m,Viscose 70%,Pending,8116ee3e-0557-4814-b067-63f0b57d57ee,133,Nisha,Kumar
2025-05-01T08:45:37,Economy,Denim,340m,Polyester 80%,Cancelled,da8e06a8-3b0c-44c0-9e10-2fb2ac023ffe,480,Mukilan,jogoco
2025-05-07T10:49:26,Standard,spandex ,911,Viscose 70%,Cancelled,fc37d08c-8ab5-4408-a990-2973d6faa244,133,Priya,jogoco
2025-06-08T23:41:58,Premium,spandex ,168,Cotton 50%,Confirmed,3247cce5-182e-4d84-a63d-b3dd52f96852,565,Sundar,Kumar
2025-06-18T19:51:08,Premium,Linen,288m,Viscose 70%,Pending,e35937f3-6c89-43e1-bafa-fa3a02e82096,108,Arun,Deepak
2025-05-17T00:21:27,Primium,Plain,282m,Silk 60%,Confirmed,d4986ec6-40eb-4fce-8910-f71002cc3b9f,576,Mukilan,Anita
2025-05-09T07:21:33,Standard,Denim,676m,20%,Confirmed,38d4a3b9-b570-473a-a49d-083c8a344e38,349,Mukilan,Jhon
2025-06-04T22:55:56,premium ,Twill,768,Cotton 100%,Pending,74a39b1b-6ea4-4f9f-98b2-603899a13c66,536,Mukilan,Sara
2025-06-11T06:49:48,premium ,Satin,264,Nylon 40%,Cancelled,2af940cd-2e02-42fc-a1c7-ffbf210d55f7,216,Priya,Anita
2025-06-30T14:57:17,Economy,Spandex,377,Nylon 40%,Pending,9a208302-8e82-4806-9968-0f32b8502d17,187,Mukilan,jogoco
2025-05-06T02:53:51,Premium,Spandex,439m,Viscose 70%,Cancelled,346d6acc-a6a8-461e-9c06-3cf0abae8429,418,Priya,jogoco
2025-05-03T10:04:32,Premium,Plain,873m,20%,Cancelled,c5514e21-d346-4ca4-aa80-d8c7efc0ec27,131,Sundar,Kumar
2025-05-11T13:24:54,Stand,Satin,975m,Cotton 100%,Pending,5fcbbb63-8d3a-4bf3-932f-b618a046d657,432,Nisha,Kumar
2025-06-25T04:51:54,premium ,linen,99m,Viscose 70%,Pending,fcc2f781-539d-4387-9980-544aa608d51d,558,Nisha,Deepak
2025-05-29T09:59:56,premium ,Crepe,517m,20%,Pending,ea78a05b-ae78-49d3-9e62-ce12df67688e,330,Priya,Deepak
2025-05-16T21:40:24,Stand,Plain,447m,Silk 60%,Cancelled,99e25f42-e0e8-4f0b-8f74-a69cfb765303,362,Priya,Kumar
2025-06-01T17:27:41,Stand,Satin,423m,Cotton 100%,Confirmed,c0ff354d-bf81-4f72-9d17-82300d81465c,240,Arun,Anita
2025-06-21T09:52:04,Stand,Crepe,462m,Cotton 100%,Confirmed,18f32af0-a42f-4099-b568-db44135d0527,588,Ravi,Anita
2025-05-17T10:47:51,Stand,Twill,981m,Cotton 100%,Cancelled,731ad571-0672-4d6e-8a46-4482df4c6a19,226,Mukilan,Sara
2025-05-18T16:03:10,Primium,Denim,588,Polyester 80%,Cancelled,0ef8b3e7-61e3-4204-a73b-ccf664cfacc7,257,Priya,Tom
2025-05-29T10:01:13,Premium,Spandex,935m,Silk 60%,Pending,1818cce2-237c-4725-848b-a2cef8b2f01e,87,Ravi,Sara
2025-06-19T18:44:09,stand ,Twill,290m,20%,Cancelled,9303bfbc-c84d-4ea3-b132-f0ba4e4924d1,97,Priya,Jhon
2025-05-14T03:46:07,Stand,Crepe,738m,Viscose 70%,Pending,8b8f30fb-2517-4882-a179-0087923ac474,187,Mukilan,Deepak
2025-06-01T11:58:32,Stand,Twill,747,Viscose 70%,Confirmed,af3b2b9f-4187-46a5-aee2-a635039b2ece,180,Nisha,Sara
2025-05-08T22:24:11,Stand,Satin,344m,20%,Pending,266eec54-3380-4c78-83bc-919919dbff4f,118,Ravi,jogoco
2025-06-02T02:38:47,Economy,Satin,987m,Cotton 50%,Cancelled,40c7e3c5-61b7-4ed0-965f-84933ab96f6e,281,Nisha,Kumar
2025-05-08T09:11:35,Stand,Satin,348,Viscose 70%,Cancelled,b48c3610-a215-42d2-8767-742778d9e902,98,Arun,jogoco
2025-05-07T19:19:41,premium ,Satin,409,Cotton 100%,Confirmed,14b6f985-4789-44e6-a46b-19380ba5e051,424,Mukilan,Deepak
2025-06-21T06:57:11,Premium,Linen,543,20%,Confirmed,8f1fadc7-49dc-4f32-a326-e31e7704797e,157,Priya,qilyze
2025-05-10T17:16:23,Economy,Crepe,602,Cotton 100%,Cancelled,cafd086d-ae90-4a2d-bb27-5cc6b7effa0e,298,Mukilan,Jhon
2025-05-07T16:53:00,Standard,Crepe,585,Polyester 80%,Cancelled,f5a419e8-d387-4049-a375-7db1531c0efd,217,Arun,Deepak
2025-05-31T00:09:07,Standard,Plain,320m,Polyester 80%,Pending,e2106d7d-1679-471c-bfb6-25a6525c73ef,294,Mukilan,Anita
2025-06-11T08:48:17,premium ,Crepe,261,Cotton 50%,Pending,ec629ceb-e437-4fa2-a1fb-a647798873d1,272,Arun,Kumar
2025-06-25T12:47:22,premium ,Twill,234,20%,Pending,16ee6911-9585-4722-a063-a62e09d8699f,227,Nisha,Anita
2025-05-31T01:15:34,Economy,Plain,963,Silk 60%,Pending,2eca160b-7a5b-4ce7-995c-f8cba617f659,278,Ravi,Sara
2025-05-06T17:46:13,Standard,Satin,197m,Silk 60%,Confirmed,82efcd58-e96d-4305-b112-306a33f5c99a,114,Arun,Anita
2025-06-01T18:52:18,premium ,Denim,792m,Cotton 100%,Cancelled,41fec5ac-e9fa-4764-bf18-8f3555404e0f,101,Priya,qilyze
2025-05-27T13:32:34,Premium,Linen,482,Nylon 40%,Cancelled,381f0b2d-a054-4507-a6bd-af979b9cd570,526,Mukilan,Kumar
2025-06-25T13:51:32,stand ,spandex ,218,Cotton 100%,Cancelled,e788100f-8466-4f8c-92b5-e338be636d8d,512,Priya,Anita
2025-06-25T04:07:08,Premium,Satin,528,Cotton 100%,Pending,2770a285-4bff-4057-8e99-a7ca7b4ca250,577,Sundar,Tom
2025-05-15T11:31:44,Primium,Twill,852,Cotton 50%,Cancelled,d58fe4d3-bfee-459d-b4a0-53a5ffe50ee1,552,Sundar,Kumar
2025-06-13T12:35:10,Economy,Twill,950,20%,Confirmed,d0f10af7-1d53-4fe4-9a6b-fe769c0bd42d,464,Nisha,jogoco
2025-05-01T06:48:13,stand ,spandex ,868m,Cotton 100%,Cancelled,34ce0c32-d237-49a0-820a-95643c7a8e8d,555,Mukilan,Jhon
2025-05-30T18:58:44,Economy,spandex ,205,Cotton 100%,Confirmed,f835dcfb-9838-44c3-935f-6e1b96673c5f,130,Arun,Deepak
2025-06-01T13:07:39,Primium,Plain,549,Cotton 100%,Confirmed,ca598f6b-edd5-4bda-9253-1ef350003396,292,Priya,Deepak
2025-06-29T12:54:26,premium ,Satin,773,Silk 60%,Pending,2db4b3c7-8449-4b45-91e2-2391e09890ba,292,Ravi,Kumar
2025-05-23T18:55:18,Standard,linen,943m,Viscose 70%,Pending,3cf68754-1c21-42bc-903b-3348f890a85e,102,Ravi,Tom
2025-06-06T18:06:04,Premium,spandex ,708,Cotton 50%,Cancelled,f688ab45-57ee-44d1-b1cd-48d2a89f0eb7,505,Mukilan,Sara
2025-05-09T00:57:41,premium ,Denim,309,Viscose 70%,Confirmed,05a73510-c4c8-4fe5-b50e-c130ba058b1a,142,Sundar,qilyze
2025-05-26T11:15:00,stand ,Denim,194,Nylon 40%,Cancelled,77de7f23-7663-48ae-95c5-7585770e5986,480,Priya,Deepak
2025-06-30T18:14:56,Economy,Denim,855,20%,Pending,8c34e77e-5a0c-4a44-925d-aacf50bcb614,422,Mukilan,Kumar
2025-05-06T14:06:22,Premium,Twill,462m,Nylon 40%,Pending,b0422e8d-3674-47c3-b8c2-df26e534f702,73,Mukilan,Anita
2025-05-14T03:06:22,Primium,Plain,266m,Viscose 70%,Cancelled,3a9331b8-75ac-498d-8b86-7dbd1037ade7,173,Priya,Sara
2025-06-03T05:54:29,Premium,spandex ,918m,20%,Cancelled,63f0382a-ee63-4b42-93c7-918b2ce557dd,596,Priya,jogoco
2025-06-19T17:49:22,Standard,Plain,587,Silk 60%,Pending,675cab20-8878-437a-82ad-6a7468715aa5,422,Priya,jogoco
2025-06-09T05:15:19,Primium,Twill,218m,Nylon 40%,Confirmed,7b34154a-04aa-44fa-8ead-e5ebd3855ce5,494,Priya,Deepak
2025-06-03T21:44:11,premium ,Spandex,810m,Cotton 100%,Cancelled,f10a35df-938c-46d6-88cf-ae1aa80aefb1,121,Priya,jogoco
2025-06-02T13:52:56,Stand,Spandex,511,Cotton 50%,Confirmed,f5de50eb-5373-437c-9692-bd4fac95f959,226,Ravi,Sara
2025-05-08T00:20:44,Economy,Satin,892m,Viscose 70%,Confirmed,e6897ca0-abfc-4acc-be98-90d7e3cbac58,126,Arun,Jhon
2025-06-29T23:40:29,stand ,Twill,988m,20%,Pending,639d5fa7-058c-4543-b7d9-7cd5a53ca098,540,Nisha,qilyze
2025-05-02T04:11:01,Economy,spandex ,871,20%,Pending,7782339f-fc1e-4b79-9fa9-14cf174172b0,563,Arun,qilyze
2025-05-31T08:49:42,Primium,Satin,177,Silk 60%,Cancelled,22a6cac9-cf68-4ee8-a680-c427d4bb6eb2,304,Sundar,Sara
2025-06-02T23:12:39,Premium,Linen,813,20%,Cancelled,4d1d8e20-cadd-4ab3-9c35-d3ebf9e7f2ce,486,Ravi,Tom
2025-05-16T04:38:22,Premium,linen,535m,Nylon 40%,Confirmed,7f13a754-17be-45b0-a94d-49648e6dc69e,264,Sundar,Tom
2025-05-18T01:12:39,stand ,spandex ,729,Polyester 80%,Confirmed,fa5f46e0-9a58-4694-bb0a-4c88e37a757c,181,Nisha,Kumar
2025-05-04T14:51:05,Stand,Linen,314m,Nylon 40%,Confirmed,339bf09d-f69d-4457-b623-bf5f2afca115,593,Priya,Anita
2025-06-07T00:15:34,stand ,Plain,283m,Polyester 80%,Cancelled,a29a091a-bed7-434c-b5e5-9c2b0ee98082,584,Ravi,Anita
2025-06-15T22:40:35,Economy,Crepe,215m,Silk 60%,Cancelled,02772fa7-5a5d-4741-b897-555bd8494393,233,Mukilan,jogoco
2025-06-29T15:44:10,Economy,Linen,724,Cotton 100%,Pending,db2bad5f-7e98-4f7c-8934-065082112a23,93,Mukilan,Deepak
2025-06-26T07:39:41,stand ,Spandex,468,20%,Confirmed,1f484659-fba3-4e04-b649-442cea501197,420,Priya,Kumar
2025-06-25T02:43:00,Standard,linen,240,Cotton 50%,Pending,612ae55c-f7b4-4ded-a15e-eb79661ec55f,413,Sundar,Jhon
2025-06-27T21:22:52,Standard,Twill,973m,Nylon 40%,Cancelled,2ca15608-313c-4ba7-ac9e-b3cb39c0dae7,333,Ravi,Kumar
2025-06-19T21:30:41,Primium,Crepe,858,Cotton 100%,Confirmed,a886669d-9618-4be9-89ac-0f5e8b87dadc,51,Arun,Jhon
2025-05-02T13:50:20,Standard,Spandex,282,Nylon 40%,Pending,52fc80bd-f207-4ee6-a59c-00789ed01138,294,Sundar,Anita
2025-06-21T11:42:52,Standard,Denim,146,Cotton 100%,Cancelled,9d0a64ab-d5d4-43c7-90b5-31c08307fb8c,132,Nisha,qilyze
2025-06-26T22:35:05,Stand,Twill,234m,20%,Confirmed,4f30b7d3-2322-448f-8abf-996e81923b95,590,Ravi,Jhon
2025-05-13T03:22:58,Premium,spandex ,206,Silk 60%,Pending,0622ef24-5a81-494f-9a9b-4329a10b9dd2,430,Mukilan,Anita
2025-05-09T13:41:06,Primium,Plain,76,20%,Confirmed,1bfbf6db-5d91-428b-b0c2-c2f992b87269,129,Arun,Deepak
2025-05-04T21:04:40,premium ,Denim,292,Nylon 40%,Cancelled,675c52ad-2a3c-45ec-8295-a7d178496fe1,453,Priya,Anita
2025-06-09T10:09:40,Standard,Satin,863,Cotton 100%,Cancelled,b399bd02-39d2-4d37-8212-273e2aa10799,424,Nisha,jogoco
2025-06-30T06:38:04,Premium,Twill,958,Cotton 50%,Confirmed,6b616e6f-3b53-4349-8da9-a4d9ed88fa41,288,Mukilan,Kumar
2025-05-06T15:42:29,Stand,Crepe,269,Cotton 100%,Cancelled,6992d6b3-e4d3-4c59-bb67-6c686cb2b6fe,299,Priya,Tom
2025-06-07T01:55:22,Economy,Twill,882,Cotton 100%,Confirmed,399edc79-9320-4607-9817-a1347d4f5150,272,Sundar,Anita
2025-06-15T01:50:49,Primium,Linen,645,Cotton 100%,Confirmed,b2a21976-24b9-4ff9-b906-0c446ec9df6b,581,Arun,Jhon
2025-05-23T21:29:18,Primium,Twill,293m,Cotton 50%,Pending,fe1a1517-5e6c-4b7e-9313-ebf966583fcb,423,Ravi,Sara
2025-06-20T18:08:07,Primium,Linen,846m,Cotton 50%,Pending,4309f4ae-1050-451e-a89d-747894c52dab,188,Mukilan,qilyze
2025-06-11T20:19:13,premium ,Plain,179,20%,Pending,170a07c9-62f2-4cac-bb97-38ca3c9511ef,404,Priya,jogoco
2025-06-08T02:26:26,stand ,Crepe,279m,Polyester 80%,Pending,8950d67a-e467-42cd-ae80-7891c77dd178,92,Priya,Jhon
2025-06-17T01:53:12,Standard,Twill,789,Silk 60%,Confirmed,cabfad3c-b684-411b-9df6-3a85efb57615,300,Arun,Tom
2025-05-21T08:59:30,Premium,Linen,731m,20%,Cancelled,d94c133f-d8a6-4413-9930-c07698ed70dd,260,Ravi,qilyze
2025-06-12T23:58:06,premium ,Spandex,174m,Cotton 50%,Pending,f9c529a1-220b-4116-b9b0-2b45fd45bbe2,555,Priya,jogoco
2025-05-08T01:51:12,Primium,Spandex,546m,Cotton 50%,Confirmed,2a0651ac-fe10-424e-b6b6-07e172964821,166,Nisha,Tom
2025-05-10T12:52:35,Stand,Linen,482,Nylon 40%,Pending,d42cc5b6-8551-43db-8bb3-1cddb11d3a1e,366,Priya,Jhon
2025-06-19T04:23:16,Standard,Denim,232m,Nylon 40%,Cancelled,a243a5d8-e93c-442a-a3bb-93488b1593d3,417,Priya,qilyze
2025-05-14T12:00:05,stand ,Crepe,411,Viscose 70%,Cancelled,8873bc42-7ba4-41c9-a89a-48ac2db70f52,323,Nisha,Tom
2025-06-05T06:29:28,premium ,Denim,319m,20%,Confirmed,67e12c69-b5c6-40ea-9c1d-f45250da9aa0,521,Ravi,jogoco
2025-06-13T02:42:11,Stand,Plain,823m,Nylon 40%,Confirmed,d8197693-1c18-4f0d-b859-2e3718b7f731,66,Mukilan,jogoco
2025-06-12T02:49:41,Primium,Twill,915m,Cotton 50%,Confirmed,be910179-1b46-428d-b88b-65299a7fcefa,505,Sundar,qilyze
2025-06-10T08:25:29,Stand,Linen,891,Silk 60%,Pending,2189963d-befc-4f51-b7ab-650e910389ca,523,Nisha,jogoco
2025-06-19T11:55:16,Premium,Denim,838m,Cotton 100%,Cancelled,e0cda2df-7042-40de-b1ef-991ac373c14b,278,Nisha,Tom
2025-06-14T07:11:54,Standard,Crepe,686,Viscose 70%,Confirmed,e3d5ccc4-cc68-4497-a476-9d5976ada5fc,508,Ravi,Anita
2025-05-14T18:33:28,stand ,Denim,521m,Nylon 40%,Confirmed,7b87f228-8597-4d70-bbac-1f8b10575242,589,Mukilan,Deepak
2025-06-24T23:56:46,premium ,Linen,265,Cotton 50%,Pending,aa725385-7f1e-48a9-ab70-a7f27e64a1ed,213,Mukilan,Tom
2025-06-03T04:52:24,Primium,Twill,607,Nylon 40%,Cancelled,1eb206f8-4660-467f-88ec-28c618297d71,599,Ravi,Deepak
2025-05-03T23:15:35,Economy,Crepe,687,Nylon 40%,Cancelled,096496b8-0793-4e8f-93e9-28681b8acb30,151,Ravi,Sara
2025-05-09T16:06:07,Stand,Satin,292m,Cotton 100%,Confirmed,c72b9beb-1f96-4406-9766-152af6ba76ec,108,Sundar,Tom
2025-05-25T10:27:03,premium ,Twill,848,Viscose 70%,Confirmed,c5717cfc-e4dd-464e-ad22-2c4bc1bd7421,62,Ravi,Anita
2025-05-09T00:18:32,Premium,Spandex,915m,Cotton 50%,Cancelled,e466df7d-c6d2-4701-b455-8eb8bf488353,176,Ravi,qilyze
2025-06-14T21:08:21,Standard,Spandex,500,Viscose 70%,Cancelled,affeed12-d255-4280-b312-70913cf5dda9,134,Nisha,Tom
2025-05-30T10:29:11,Primium,linen,970m,20%,Pending,6a1c18b2-fe57-48ff-acd8-efc80c15c562,384,Priya,qilyze
2025-06-03T21:36:50,Premium,Plain,559,Nylon 40%,Confirmed,6b66557f-64f3-4960-9c3e-3eb27ec5922b,131,Sundar,jogoco
2025-05-06T14:12:37,Primium,Satin,225m,Silk 60%,Cancelled,c953b1e4-c00a-4304-85e7-92dc9acf1906,354,Mukilan,qilyze
2025-05-10T06:59:35,Economy,Plain,169,Viscose 70%,Pending,e9e8c8a9-6c18-401b-9c34-51e530c19bf1,173,Nisha,Jhon
2025-05-10T21:14:20,Premium,Twill,891,Silk 60%,Cancelled,e5348e31-5fe4-45a1-88c3-3f32da95ec1c,282,Priya,Anita
2025-06-12T18:55:59,Premium,Crepe,553,Cotton 50%,Cancelled,fabf68cf-fbe3-4d35-9112-27ce0cd4376d,467,Arun,Sara
2025-06-19T06:45:37,Economy,Spandex,974,Nylon 40%,Confirmed,dcc09680-ab9a-4c2d-bdc8-a614bf5edd6f,55,Mukilan,Kumar
2025-05-14T19:53:07,Standard,spandex ,901m,Viscose 70%,Confirmed,111fca50-4b5a-4831-98a0-f261f10becdf,220,Sundar,qilyze
2025-06-15T16:25:24,Standard,Satin,867m,Cotton 50%,Cancelled,1ca08ef6-77fa-4217-9188-60c951aa3ca9,256,Priya,qilyze
2025-05-06T16:31:20,stand ,spandex ,872m,Viscose 70%,Confirmed,1f839303-287a-48c5-95bd-d437ea8d82a1,430,Sundar,Sara
2025-05-16T22:47:05,Economy,Linen,499m,Cotton 100%,Confirmed,b849e56b-7d4d-4e84-a6a5-89f9ec698072,276,Ravi,Kumar
2025-06-19T05:40:58,Standard,Spandex,995,Nylon 40%,Confirmed,bd443be5-ba87-463f-9dcc-f646e97011a3,56,Sundar,Deepak
2025-06-26T19:53:03,Stand,Linen,352m,Nylon 40%,Pending,39508a3a-ac5c-4f9d-ac5d-3ec7ec8cd6e7,184,Mukilan,Anita
2025-05-09T01:57:30,premium ,Twill,147m,Cotton 100%,Confirmed,d826c9cd-b85c-4a1b-9b84-8b5059449300,141,Sundar,qilyze
2025-05-28T01:21:57,Premium,Crepe,846m,Viscose 70%,Cancelled,138785fd-83b4-4665-aff0-f6ff0be1ff04,520,Priya,Tom
2025-05-15T21:57:55,Primium,Plain,178,Cotton 100%,Confirmed,a6be5457-b26d-4907-82eb-f71802a4fd9f,198,Ravi,Deepak
2025-06-25T10:25:36,Primium,Satin,471m,Cotton 100%,Pending,c99b86e6-8e32-4ad8-927c-e9a8ea4a7410,268,Sundar,Jhon
2025-06-07T11:04:38,premium ,Satin,676m,Cotton 50%,Pending,36f36afb-3f49-4dcb-9dac-07de0f6c9015,299,Ravi,Anita
2025-06-29T09:27:47,Economy,spandex ,870,Cotton 50%,Pending,d3406e8c-3fa5-4763-aefb-b20bcc7dace7,207,Ravi,Deepak
2025-05-29T13:23:07,Stand,Twill,414m,Cotton 50%,Cancelled,36490cd9-c95b-4b81-9142-a5766a27a957,172,Sundar,Sara
2025-06-11T10:39:30,Economy,spandex ,599m,20%,Cancelled,63f48297-8db7-45ea-b032-49bb480e78c6,76,Arun,Deepak
2025-05-27T06:41:06,Standard,Linen,302,Cotton 50%,Confirmed,6bceabb9-d45e-4b95-80ae-b0cf58b1558f,532,Arun,Anita
2025-06-10T17:24:32,Primium,Crepe,407m,Silk 60%,Cancelled,1735a755-cff5-4ebc-880b-e8658aa036fe,586,Arun,Kumar
2025-06-27T12:12:25,Premium,Plain,884,Nylon 40%,Pending,cc79c3c5-72c5-4571-b464-382b0bf03ed7,198,Arun,Tom
2025-06-04T01:40:29,premium ,Linen,266,Silk 60%,Confirmed,2a0b9b7b-eba9-4333-9917-36614bbfbe3c,366,Nisha,Kumar
2025-05-24T12:12:46,Economy,linen,948m,Viscose 70%,Cancelled,f8bd046c-1d3d-481f-a370-22b2264793b6,235,Ravi,Jhon
2025-06-01T13:03:25,premium ,spandex ,901m,Silk 60%,Confirmed,25c5774e-a631-4407-80b8-6f2f2557eb73,283,Mukilan,Jhon
2025-05-29T23:12:58,Economy,Spandex,485m,Nylon 40%,Pending,cfa80de6-b658-4410-b9c3-20da93c04a53,50,Sundar,Sara
2025-06-09T22:55:52,Economy,Crepe,813,Polyester 80%,Cancelled,67cea2b9-8d38-4310-aaaf-6a00f60c77d2,397,Sundar,Tom
2025-06-26T21:12:50,Economy,Twill,573m,Cotton 100%,Cancelled,f7ca74f7-0904-4ab3-9b3c-8c8a9521eff7,573,Arun,jogoco
2025-05-01T21:09:26,stand ,spandex ,810m,Nylon 40%,Cancelled,f8aaf94c-cc09-46f9-af37-e1558eba7a09,101,Sundar,Kumar
2025-06-16T23:52:34,Primium,Crepe,850,Nylon 40%,Cancelled,f4c17ecf-3ce2-48a9-b48d-0d30a0a57685,80,Mukilan,Tom
2025-05-12T19:09:58,Standard,spandex ,396m,Viscose 70%,Confirmed,7fa91f5a-60c9-40ec-8ccd-2ab98d26a3cf,331,Ravi,Anita
2025-06-26T01:12:22,Stand,Denim,721m,Cotton 100%,Cancelled,4f187d4b-5f89-4055-8192-2637e4738fc3,139,Sundar,jogoco
2025-06-05T07:01:03,Premium,spandex ,623m,Viscose 70%,Confirmed,15daf133-9526-4352-bc04-bb886dab1cc8,150,Arun,Kumar
2025-05-06T12:30:51,Standard,Spandex,999m,Viscose 70%,Pending,c99ef062-f67d-4937-a9c6-80cc1146a329,525,Mukilan,Jhon
2025-06-24T12:57:18,Standard,Spandex,408,Silk 60%,Pending,bf539b90-628d-4086-bdfe-a8db9111c193,101,Ravi,Anita
2025-06-05T03:00:40,Stand,Spandex,758,Silk 60%,Pending,8f3eecbb-cc01-4bde-9387-5bd2b5d2d9d3,581,Ravi,Kumar
2025-06-19T15:39:47,Stand,Denim,987,Cotton 50%,Pending,1b03e85c-988f-41f8-9897-ee47acc0db2a,474,Sundar,Deepak
2025-06-24T22:48:43,Stand,Spandex,79,Cotton 50%,Confirmed,89cd368c-67de-4621-b678-671daa7ad98f,487,Sundar,qilyze
2025-06-22T02:12:54,Economy,Spandex,589m,Polyester 80%,Pending,1abc4852-729e-4c0e-bbac-30de1beac18d,373,Sundar,Tom
2025-05-25T09:33:03,premium ,spandex ,334m,Polyester 80%,Confirmed,d78fde0e-9578-46fe-b8fe-e55435945350,122,Arun,qilyze
2025-05-25T10:28:34,Economy,Denim,132m,Cotton 50%,Pending,20e04fc2-da62-4706-b560-bcb4ab1d6b8f,113,Nisha,qilyze
2025-05-29T16:22:15,stand ,Twill,495m,Viscose 70%,Pending,c132f83a-a6eb-4886-9ff4-833f7866f00c,354,Sundar,Kumar
2025-05-07T22:16:33,Stand,linen,376m,Nylon 40%,Confirmed,350d5738-2988-417e-847e-780123cf9430,548,Ravi,qilyze
2025-05-27T02:36:08,Premium,Twill,689m,Cotton 50%,Pending,a8a6c7ae-f370-4912-91fa-36b7d7ff6357,571,Priya,jogoco
2025-05-24T07:03:30,stand ,Twill,557m,Cotton 100%,Pending,d1327ead-3679-4ccb-bc21-c77ef58c89ce,530,Nisha,Jhon
2025-05-31T14:07:44,Standard,Spandex,279,20%,Cancelled,91745777-fba8-4c57-8136-9a63f9fc85bc,292,Nisha,Tom
2025-05-21T10:58:36,Stand,linen,655,Cotton 50%,Confirmed,e2b90638-6d3a-4ffe-b063-80ef517a54ca,251,Arun,qilyze
2025-06-26T05:25:56,Premium,linen,829m,Cotton 50%,Confirmed,bab984e3-537c-4fee-97d4-0575563e3afc,162,Priya,Anita
2025-05-15T16:40:04,Standard,spandex ,441m,Cotton 100%,Pending,25cdb271-79e7-496f-b022-f9698a8c37ed,209,Ravi,qilyze
2025-06-13T13:12:52,stand ,spandex ,416m,Cotton 50%,Cancelled,a84bc2fb-be3a-44a6-919d-c986a6cff7b8,334,Ravi,Deepak
2025-05-23T04:55:27,Premium,Plain,405,Cotton 50%,Confirmed,bbe2f50e-61e6-431d-92cf-39c54789459c,190,Sundar,jogoco
2025-06-09T21:12:55,Primium,spandex ,641m,Silk 60%,Confirmed,867736f4-43e1-471e-a1aa-7b47a549d3c0,248,Arun,Sara
2025-06-24T09:45:52,stand ,Plain,272m,Nylon 40%,Confirmed,1e930279-796f-4c56-a3f0-11a616c06e21,114,Nisha,Tom
2025-05-08T23:14:35,premium ,Twill,831,Silk 60%,Pending,dd60a50d-43b8-4496-aba5-99c64dd30272,346,Arun,Deepak
2025-05-07T05:49:47,Premium,Satin,561m,Viscose 70%,Pending,e66896c9-0b8f-469f-a4d5-441cdc38b5db,401,Nisha,Deepak
2025-05-07T02:26:40,Premium,Plain,715m,Viscose 70%,Pending,66adaf75-f1e7-47c0-894e-4361214c7d7f,528,Mukilan,Kumar
2025-05-06T18:51:41,premium ,Crepe,944m,Cotton 100%,Confirmed,12cb1a14-7de8-43f4-9f0a-b5f56d0c19b6,413,Ravi,Deepak
2025-05-27T02:10:56,premium ,Spandex,469,Nylon 40%,Pending,e958e952-9e20-4ace-8984-af2110784823,230,Sundar,qilyze
2025-06-29T02:28:07,Economy,Satin,867m,Cotton 100%,Cancelled,54cf1945-912a-49c2-8893-ebb59cdef108,121,Sundar,Sara
2025-05-27T02:38:55,Primium,Crepe,286,20%,Pending,0899d9cb-9820-487e-9a2e-41522960371d,522,Arun,Kumar
2025-05-07T11:23:44,stand ,Denim,190m,Cotton 100%,Pending,bbce7b59-34a7-4d15-be9b-caa9046af4e9,134,Priya,Jhon
2025-06-20T00:06:11,stand ,spandex ,444,Polyester 80%,Confirmed,c9425234-8076-4bd6-b4d0-08c84e9fa6ee,75,Sundar,Kumar
2025-05-08T22:56:33,Premium,Crepe,657m,Polyester 80%,Pending,846a9058-c514-4fc1-b367-7d449e28ad69,479,Sundar,Deepak
2025-06-10T23:54:37,Premium,Plain,299,Viscose 70%,Confirmed,555176e7-949e-4730-92d6-e09742e3d6e1,494,Mukilan,Sara
2025-06-29T04:13:29,Premium,Plain,599m,Nylon 40%,Confirmed,30d4bcfb-a72d-4948-828d-6c64090ce0bd,372,Nisha,Jhon
2025-05-22T03:44:46,Standard,Linen,527,Polyester 80%,Pending,af7a5bbc-3217-4f7b-a6f7-3e1c355a6872,497,Arun,Tom
2025-06-07T20:27:29,Premium,Plain,242m,20%,Confirmed,7efd45b2-e28f-4fbd-8300-96aa64c7f331,319,Nisha,jogoco
2025-06-06T13:51:32,stand ,Plain,415,Viscose 70%,Confirmed,0fdc5a5f-0c97-4216-9a79-36cfb9e316a0,95,Mukilan,jogoco
2025-05-11T21:45:48,premium ,Spandex,855m,Silk 60%,Cancelled,2250d495-2465-40be-8054-999744be1ff4,73,Mukilan,jogoco
2025-06-08T20:12:36,Standard,Spandex,980m,Viscose 70%,Cancelled,9389a0bb-aa3f-4e9a-879c-982a9779aadf,479,Priya,jogoco
2025-06-10T14:32:58,stand ,linen,590,20%,Cancelled,fa80ecf0-a316-49c8-8f54-cb31617356dd,396,Ravi,Sara
2025-05-06T02:37:52,Standard,linen,485m,Cotton 50%,Confirmed,27a93306-eee7-4c39-8493-18d7a088768a,211,Nisha,Anita
